complex_name,month,avg_price,count
Buninskie Luga Residence,2022-08,11831000.0,5
Buninskie Luga Residence,2022-09,5852250.0,4
Buninskie Luga Residence,2022-10,14321250.0,4
Buninskie Luga Residence,2022-11,14473750.0,4
Buninskie Luga Residence,2022-12,17951000.0,7
Buninskie Luga Residence,2023-01,14488000.0,2
Buninskie Luga Residence,2023-02,13286000.0,6
Buninskie Luga Residence,2023-03,13050500.0,6
Buninskie Luga Residence,2023-04,9604600.0,5
Buninskie Luga Residence,2023-05,10739000.0,5
Buninskie Luga Residence,2023-06,21917000.0,4
Buninskie Luga Residence,2023-07,11776285.714285715,7
Buninskie Luga Residence,2023-08,12083250.0,4
Buninskie Luga Residence,2023-09,9614000.0,5
Buninskie Luga Residence,2023-10,10666000.0,4
Buninskie Luga Residence,2023-11,14932500.0,6
Buninskie Luga Residence,2023-12,26520500.0,2
Buninskie Luga Residence,2024-01,7982750.0,4
Buninskie Luga Residence,2024-02,8465200.0,5
Buninskie Luga Residence,2024-03,13687000.0,3
Buninskie Luga Residence,2024-04,9783000.0,3
Buninskie Luga Residence,2024-05,21648000.0,2
Buninskie Luga Residence,2024-06,19863500.0,6
Buninskie Luga Residence,2024-07,20023250.0,4
Buninskie Luga Residence,2024-08,14090000.0,5
Buninskie Luga Residence,2024-09,7669333.333333333,3
Buninskie Luga Residence,2024-10,9189875.0,8
Buninskie Luga Residence,2024-11,14274666.666666666,3
Buninskie Luga Residence,2024-12,14524400.0,10
Buninskie Luga Residence,2025-01,17178200.0,5
Buninskie Luga Residence,2025-02,10099333.333333334,6
Buninskie Luga Residence,2025-03,13180333.333333334,3
Buninskie Luga Residence,2025-04,17898000.0,5
Buninskie Luga Residence,2025-05,10991571.42857143,7
Buninskie Luga Residence,2025-06,14327200.0,5
Buninskie Luga Residence,2025-07,7989000.0,1
Buninskie Luga Residence,2025-08,13618500.0,6
Buninskie Luga Residence,2025-09,12806500.0,6
Buninskie Luga Residence,2025-10,9224166.666666666,6
Buninskie Luga Residence,2025-11,9094000.0,5
Buninskie Luga Residence,2025-12,10749000.0,5
Buninskie Luga Residence,2026-01,24705000.0,2
Buninskie Luga Residence,2026-02,16671500.0,2
Buninskie Luga Residence,2026-03,13395833.333333334,6
Buninskie Luga Residence,2026-04,10934666.666666666,3
Discovery Park Residence,2021-01,18370200.0,5
Discovery Park Residence,2021-02,12449750.0,4
Discovery Park Residence,2021-03,15714600.0,5
Discovery Park Residence,2021-04,13336714.285714285,7
Discovery Park Residence,2021-05,20875500.0,4
Discovery Park Residence,2021-06,14153500.0,2
Discovery Park Residence,2021-07,18299250.0,4
Discovery Park Residence,2021-08,18842000.0,3
Discovery Park Residence,2021-09,14422111.111111112,9
Discovery Park Residence,2021-10,12574200.0,5
Discovery Park Residence,2021-11,22766000.0,2
Discovery Park Residence,2021-12,13562000.0,2
Discovery Park Residence,2022-01,14449000.0,4
Discovery Park Residence,2022-02,14750800.0,5
Discovery Park Residence,2022-03,13665800.0,5
Discovery Park Residence,2022-04,16344500.0,6
Discovery Park Residence,2022-05,15301750.0,4
Discovery Park Residence,2022-06,15619500.0,4
Discovery Park Residence,2022-07,19589000.0,5
Discovery Park Residence,2022-08,15859000.0,5
Discovery Park Residence,2022-09,13229000.0,2
Discovery Park Residence,2022-10,9952600.0,5
Discovery Park Residence,2022-11,14088000.0,4
Discovery Park Residence,2022-12,20188454.545454547,11
Discovery Park Residence,2023-01,17472000.0,6
Discovery Park Residence,2023-02,19630666.666666668,3
Discovery Park Residence,2023-03,28974000.0,1
Discovery Park Residence,2023-04,12303250.0,4
Discovery Park Residence,2023-05,15332000.0,2
Discovery Park Residence,2023-06,11400857.142857144,7
Discovery Park Residence,2023-07,19013500.0,2
Discovery Park Residence,2023-09,13155333.333333334,3
Discovery Park Residence,2023-10,21127600.0,5
Discovery Park Residence,2023-11,20029000.0,3
Discovery Park Residence,2023-12,23776750.0,4
Discovery Park Residence,2024-01,27015000.0,2
Discovery Park Residence,2024-02,15769500.0,2
Discovery Park Residence,2024-03,12458000.0,6
Discovery Park Residence,2024-04,17785500.0,2
Discovery Park Residence,2024-05,15621600.0,5
Discovery Park Residence,2024-06,7719500.0,2
Discovery Park Residence,2024-07,12703250.0,4
Discovery Park Residence,2024-08,12561666.666666666,3
Discovery Park Residence,2024-09,13857000.0,2
Discovery Park Residence,2024-10,17873500.0,8
Discovery Park Residence,2024-11,17854400.0,5
Discovery Park Residence,2024-12,14403000.0,1
Discovery Park Residence,2025-01,14056500.0,4
Discovery Park Residence,2025-02,15314600.0,5
Discovery Park Residence,2025-03,17812500.0,4
Discovery Park Residence,2025-04,12489000.0,4
Discovery Park Residence,2025-05,17038666.666666668,6
Discovery Park Residence,2025-06,13652166.666666666,6
Discovery Park Residence,2025-07,10129500.0,4
Discovery Park Residence,2025-08,12451000.0,4
Discovery Park Residence,2025-09,11495000.0,4
Discovery Park Residence,2025-10,22887500.0,2
Discovery Park Residence,2025-11,14225666.666666666,3
Discovery Park Residence,2025-12,12847375.0,8
Discovery Park Residence,2026-01,15067000.0,3
Discovery Park Residence,2026-02,11767000.0,5
Discovery Park Residence,2026-03,17182500.0,2
Discovery Park Residence,2026-04,14097000.0,3
Green Park Residence,2021-01,11514285.714285715,7
Green Park Residence,2021-02,8307000.0,5
Green Park Residence,2021-03,17323000.0,5
Green Park Residence,2021-04,8960600.0,5
Green Park Residence,2021-05,11028000.0,6
Green Park Residence,2021-06,6675444.444444444,9
Green Park Residence,2021-07,14792714.285714285,7
Green Park Residence,2021-08,7244600.0,5
Green Park Residence,2021-09,11390500.0,6
Green Park Residence,2021-10,8743181.818181818,11
Green Park Residence,2021-11,10854000.0,9
Green Park Residence,2021-12,9057545.454545455,11
Green Park Residence,2022-01,9803857.142857144,7
Green Park Residence,2022-02,16909166.666666668,6
Green Park Residence,2022-03,16459000.0,6
Green Park Residence,2022-04,8592818.181818182,11
Green Park Residence,2022-05,15758500.0,8
Green Park Residence,2022-06,15409400.0,5
Green Park Residence,2022-07,8522166.666666666,6
Green Park Residence,2022-08,8029428.571428572,7
Green Park Residence,2022-09,10619500.0,6
Green Park Residence,2022-10,11955375.0,8
Green Park Residence,2022-11,5634000.0,2
Green Park Residence,2022-12,12893714.285714285,7
Green Park Residence,2023-01,17522000.0,10
Green Park Residence,2023-02,7648333.333333333,3
Green Park Residence,2023-03,11849750.0,12
Green Park Residence,2023-04,10312875.0,8
Green Park Residence,2023-05,15590142.857142856,7
Green Park Residence,2023-06,22575000.0,7
Green Park Residence,2023-07,11524400.0,5
Green Park Residence,2023-08,16317000.0,7
Green Park Residence,2023-09,12248444.444444444,9
Green Park Residence,2023-10,15308285.714285715,7
Green Park Residence,2023-11,11652111.111111112,9
Green Park Residence,2023-12,12109000.0,3
Green Park Residence,2024-01,17109714.285714287,14
Green Park Residence,2024-02,16686625.0,8
Green Park Residence,2024-03,11942100.0,10
Green Park Residence,2024-04,16154200.0,5
Green Park Residence,2024-05,10532285.714285715,7
Green Park Residence,2024-06,13393111.111111112,9
Green Park Residence,2024-07,10731333.333333334,6
Green Park Residence,2024-08,11505250.0,4
Green Park Residence,2024-09,7620222.222222222,9
Green Park Residence,2024-10,16537444.444444444,9
Green Park Residence,2024-11,11222411.764705881,17
Green Park Residence,2024-12,9143142.857142856,7
Green Park Residence,2025-01,10488125.0,8
Green Park Residence,2025-02,9537250.0,4
Green Park Residence,2025-03,9975625.0,8
Green Park Residence,2025-04,16416923.076923076,13
Green Park Residence,2025-05,12299000.0,4
Green Park Residence,2025-06,11466857.142857144,7
Green Park Residence,2025-07,31840000.0,4
Green Park Residence,2025-08,9951363.636363637,11
Green Park Residence,2025-09,13782125.0,8
Green Park Residence,2025-10,11111166.666666666,12
Green Park Residence,2025-11,13263888.888888888,9
Green Park Residence,2025-12,17366571.42857143,7
Green Park Residence,2026-01,11316444.444444444,9
Green Park Residence,2026-02,11754000.0,6
Green Park Residence,2026-03,24891166.666666668,6
Green Park Residence,2026-04,11210666.666666666,3
Headliner Residence,2021-01,12267500.0,4
Headliner Residence,2021-02,12580272.727272727,11
Headliner Residence,2021-03,14153000.0,4
Headliner Residence,2021-04,17896100.0,10
Headliner Residence,2021-05,13722600.0,10
Headliner Residence,2021-06,9559400.0,10
Headliner Residence,2021-07,8462500.0,8
Headliner Residence,2021-08,15782300.0,10
Headliner Residence,2021-09,13385333.333333334,9
Headliner Residence,2021-10,11764800.0,5
Headliner Residence,2021-11,11994333.333333334,9
Headliner Residence,2021-12,10534600.0,5
Headliner Residence,2022-01,21908000.0,8
Headliner Residence,2022-02,14187800.0,5
Headliner Residence,2022-03,13406555.555555556,9
Headliner Residence,2022-04,14732000.0,8
Headliner Residence,2022-05,19826727.272727273,11
Headliner Residence,2022-06,13681666.666666666,6
Headliner Residence,2022-07,13148333.333333334,9
Headliner Residence,2022-08,14428625.0,8
Headliner Residence,2022-09,16597750.0,8
Headliner Residence,2022-10,12834272.727272727,11
Headliner Residence,2022-11,7894666.666666667,3
Headliner Residence,2022-12,12244153.846153846,13
Headliner Residence,2023-01,13826571.42857143,7
Headliner Residence,2023-02,11022000.0,9
Headliner Residence,2023-03,15389000.0,11
Headliner Residence,2023-04,14113200.0,10
Headliner Residence,2023-05,11954833.333333334,6
Headliner Residence,2023-06,15119545.454545455,11
Headliner Residence,2023-07,20567333.333333332,9
Headliner Residence,2023-08,12209428.57142857,7
Headliner Residence,2023-09,23214500.0,4
Headliner Residence,2023-10,15427666.666666666,12
Headliner Residence,2023-11,14205000.0,6
Headliner Residence,2023-12,21913500.0,6
Headliner Residence,2024-01,24977416.666666668,12
Headliner Residence,2024-02,20052000.0,3
Headliner Residence,2024-03,17455090.90909091,11
Headliner Residence,2024-04,9197875.0,8
Headliner Residence,2024-05,11526375.0,8
Headliner Residence,2024-06,19301875.0,8
Headliner Residence,2024-07,18698111.111111112,9
Headliner Residence,2024-08,16029000.0,7
Headliner Residence,2024-09,10819444.444444444,9
Headliner Residence,2024-10,16202181.818181818,11
Headliner Residence,2024-11,14605833.333333334,12
Headliner Residence,2024-12,14749555.555555556,9
Headliner Residence,2025-01,17051500.0,6
Headliner Residence,2025-02,11787142.857142856,7
Headliner Residence,2025-03,21046000.0,7
Headliner Residence,2025-04,13997166.666666666,6
Headliner Residence,2025-05,15704818.181818182,11
Headliner Residence,2025-06,14902533.333333334,15
Headliner Residence,2025-07,18114500.0,8
Headliner Residence,2025-08,18211000.0,13
Headliner Residence,2025-09,16873909.09090909,11
Headliner Residence,2025-10,19843800.0,15
Headliner Residence,2025-11,15164125.0,8
Headliner Residence,2025-12,11702222.222222222,9
Headliner Residence,2026-01,16961000.0,5
Headliner Residence,2026-02,18185166.666666668,6
Headliner Residence,2026-03,13465125.0,8
Headliner Residence,2026-04,18802625.0,8
Level Residence,2021-01,15948666.666666666,6
Level Residence,2021-02,10279571.42857143,7
Level Residence,2021-03,10238750.0,4
Level Residence,2021-04,11103250.0,4
Level Residence,2021-05,12237500.0,8
Level Residence,2021-06,17989125.0,8
Level Residence,2021-07,10505200.0,5
Level Residence,2021-08,12233250.0,4
Level Residence,2021-09,9399666.666666666,3
Level Residence,2021-10,14787333.333333334,6
Level Residence,2021-11,11350500.0,4
Level Residence,2021-12,9323600.0,5
Level Residence,2022-01,18129600.0,5
Level Residence,2022-02,14523545.454545455,11
Level Residence,2022-03,17458125.0,8
Level Residence,2022-04,16028400.0,5
Level Residence,2022-05,14477800.0,5
Level Residence,2022-06,12719714.285714285,7
Level Residence,2022-07,9140500.0,4
Level Residence,2022-08,15419833.333333334,6
Level Residence,2022-09,21305333.333333332,9
Level Residence,2022-10,8719500.0,4
Level Residence,2022-11,20104750.0,4
Level Residence,2022-12,13988666.666666666,3
Level Residence,2023-01,15816000.0,3
Level Residence,2023-02,19615000.0,2
Level Residence,2023-03,11978833.333333334,6
Level Residence,2023-04,14376800.0,5
Level Residence,2023-05,16766384.615384616,13
Level Residence,2023-06,23084000.0,6
Level Residence,2023-07,19176200.0,5
Level Residence,2023-08,20822500.0,4
Level Residence,2023-09,16002500.0,4
Level Residence,2023-10,16010000.0,5
Level Residence,2023-11,14424666.666666666,3
Level Residence,2023-12,8994400.0,5
Level Residence,2024-01,15783428.57142857,7
Level Residence,2024-02,14718600.0,5
Level Residence,2024-03,25647000.0,8
Level Residence,2024-04,13110857.142857144,7
Level Residence,2024-05,16561600.0,10
Level Residence,2024-06,16052000.0,4
Level Residence,2024-07,11551166.666666666,6
Level Residence,2024-08,20882818.181818184,11
Level Residence,2024-09,15692250.0,4
Level Residence,2024-10,15591250.0,4
Level Residence,2024-11,12848000.0,6
Level Residence,2024-12,21589600.0,5
Level Residence,2025-01,15999875.0,8
Level Residence,2025-02,14256000.0,5
Level Residence,2025-03,18727500.0,6
Level Residence,2025-04,19332000.0,2
Level Residence,2025-05,13737333.333333334,6
Level Residence,2025-06,17287600.0,10
Level Residence,2025-07,12821166.666666666,6
Level Residence,2025-08,12702166.666666666,6
Level Residence,2025-09,17541250.0,4
Level Residence,2025-10,17712800.0,10
Level Residence,2025-11,19798600.0,5
Level Residence,2025-12,12461000.0,5
Level Residence,2026-01,16016714.285714285,7
Level Residence,2026-02,7200500.0,2
Level Residence,2026-03,18115000.0,5
Level Residence,2026-04,17730750.0,4
Losiny Ostrov Residence,2021-01,9427500.0,4
Losiny Ostrov Residence,2021-03,12640500.0,6
Losiny Ostrov Residence,2021-04,6296000.0,1
Losiny Ostrov Residence,2021-05,13513666.666666666,6
Losiny Ostrov Residence,2021-06,13799000.0,4
Losiny Ostrov Residence,2021-07,14086000.0,12
Losiny Ostrov Residence,2021-08,15005250.0,4
Losiny Ostrov Residence,2021-09,15890500.0,4
Losiny Ostrov Residence,2021-10,22449250.0,4
Losiny Ostrov Residence,2021-11,12245000.0,4
Losiny Ostrov Residence,2021-12,9105000.0,1
Losiny Ostrov Residence,2022-01,12119000.0,1
Losiny Ostrov Residence,2022-02,15253500.0,4
Losiny Ostrov Residence,2022-03,17130750.0,4
Losiny Ostrov Residence,2022-04,10378333.333333334,3
Losiny Ostrov Residence,2022-05,12986666.666666666,3
Losiny Ostrov Residence,2022-06,18580000.0,4
Losiny Ostrov Residence,2022-07,13272500.0,4
Losiny Ostrov Residence,2022-08,12301750.0,4
Losiny Ostrov Residence,2022-09,18221000.0,6
Losiny Ostrov Residence,2022-10,19360666.666666668,3
Losiny Ostrov Residence,2022-11,13087750.0,4
Losiny Ostrov Residence,2022-12,16022333.333333334,9
Losiny Ostrov Residence,2023-01,15503000.0,3
Losiny Ostrov Residence,2023-02,9084000.0,1
Losiny Ostrov Residence,2023-03,11065000.0,8
Losiny Ostrov Residence,2023-04,15883800.0,5
Losiny Ostrov Residence,2023-05,12715750.0,4
Losiny Ostrov Residence,2023-06,23309000.0,2
Losiny Ostrov Residence,2023-07,12080250.0,4
Losiny Ostrov Residence,2023-08,10044166.666666666,6
Losiny Ostrov Residence,2023-09,17132000.0,2
Losiny Ostrov Residence,2023-10,16490900.0,10
Losiny Ostrov Residence,2023-11,24115666.666666668,3
Losiny Ostrov Residence,2023-12,11641250.0,4
Losiny Ostrov Residence,2024-01,12784500.0,6
Losiny Ostrov Residence,2024-02,16285000.0,1
Losiny Ostrov Residence,2024-03,21293000.0,3
Losiny Ostrov Residence,2024-04,16911333.333333332,3
Losiny Ostrov Residence,2024-05,12207000.0,3
Losiny Ostrov Residence,2024-06,23865666.666666668,3
Losiny Ostrov Residence,2024-07,15307333.333333334,3
Losiny Ostrov Residence,2024-08,15393250.0,4
Losiny Ostrov Residence,2024-10,27508500.0,2
Losiny Ostrov Residence,2024-11,16379666.666666666,3
Losiny Ostrov Residence,2024-12,22203333.333333332,3
Losiny Ostrov Residence,2025-01,17484250.0,4
Losiny Ostrov Residence,2025-02,11222000.0,4
Losiny Ostrov Residence,2025-03,15087000.0,4
Losiny Ostrov Residence,2025-04,18698800.0,5
Losiny Ostrov Residence,2025-05,13930333.333333334,3
Losiny Ostrov Residence,2025-06,17051500.0,4
Losiny Ostrov Residence,2025-07,12316333.333333334,3
Losiny Ostrov Residence,2025-08,21033800.0,5
Losiny Ostrov Residence,2025-09,16965000.0,2
Losiny Ostrov Residence,2025-10,17053333.333333332,3
Losiny Ostrov Residence,2025-12,21951000.0,2
Losiny Ostrov Residence,2026-01,21015400.0,5
Losiny Ostrov Residence,2026-02,18065500.0,2
Losiny Ostrov Residence,2026-03,11064000.0,3
Losiny Ostrov Residence,2026-04,15017000.0,2
Metropolia Residence,2021-01,3403333.3333333335,3
Metropolia Residence,2021-02,9411875.0,8
Metropolia Residence,2021-03,7954333.333333333,6
Metropolia Residence,2021-04,11551000.0,2
Metropolia Residence,2021-05,8495875.0,8
Metropolia Residence,2021-06,6837000.0,4
Metropolia Residence,2021-07,8129000.0,4
Metropolia Residence,2021-08,13551333.333333334,6
Metropolia Residence,2021-09,4679000.0,6
Metropolia Residence,2021-10,8280444.444444444,9
Metropolia Residence,2021-11,9820666.666666666,3
Metropolia Residence,2021-12,7834000.0,1
Metropolia Residence,2022-01,8790333.333333334,6
Metropolia Residence,2022-02,10147750.0,4
Metropolia Residence,2022-03,7731166.666666667,6
Metropolia Residence,2022-04,8666500.0,2
Metropolia Residence,2022-05,5467000.0,1
Metropolia Residence,2022-06,7982400.0,5
Metropolia Residence,2022-07,7363333.333333333,6
Metropolia Residence,2022-08,6403545.454545454,11
Metropolia Residence,2022-09,5229000.0,6
Metropolia Residence,2022-10,7992250.0,8
Metropolia Residence,2022-11,8167500.0,2
Metropolia Residence,2022-12,11016166.666666666,6
Metropolia Residence,2023-01,6828000.0,4
Metropolia Residence,2023-02,8998500.0,4
Metropolia Residence,2023-03,8922500.0,2
Metropolia Residence,2023-04,7583833.333333333,6
Metropolia Residence,2023-05,10422428.57142857,7
Metropolia Residence,2023-06,7971000.0,6
Metropolia Residence,2023-07,11233000.0,5
Metropolia Residence,2023-08,9847000.0,1
Metropolia Residence,2023-09,9044428.57142857,7
Metropolia Residence,2023-10,8953500.0,10
Metropolia Residence,2023-11,12194166.666666666,6
Metropolia Residence,2023-12,11802428.57142857,7
Metropolia Residence,2024-01,11122333.333333334,3
Metropolia Residence,2024-02,10444500.0,2
Metropolia Residence,2024-03,6303666.666666667,3
Metropolia Residence,2024-04,6932333.333333333,3
Metropolia Residence,2024-05,7984666.666666667,6
Metropolia Residence,2024-06,12471400.0,5
Metropolia Residence,2024-07,7559285.714285715,7
Metropolia Residence,2024-08,13726200.0,5
Metropolia Residence,2024-09,9434750.0,4
Metropolia Residence,2024-10,14935333.333333334,6
Metropolia Residence,2024-11,10726571.42857143,7
Metropolia Residence,2024-12,9413250.0,4
Metropolia Residence,2025-01,6859200.0,5
Metropolia Residence,2025-02,9740428.57142857,7
Metropolia Residence,2025-03,11042000.0,1
Metropolia Residence,2025-04,11133857.142857144,7
Metropolia Residence,2025-05,10133800.0,10
Metropolia Residence,2025-06,9437600.0,5
Metropolia Residence,2025-07,13390000.0,6
Metropolia Residence,2025-08,18603500.0,2
Metropolia Residence,2025-09,9097833.333333334,6
Metropolia Residence,2025-10,9252333.333333334,3
Metropolia Residence,2025-11,6997750.0,4
Metropolia Residence,2025-12,11847250.0,4
Metropolia Residence,2026-01,3093000.0,1
Metropolia Residence,2026-02,10217333.333333334,3
Metropolia Residence,2026-03,10207333.333333334,3
Metropolia Residence,2026-04,10158714.285714285,7
Mitino O2 Residence,2021-01,10819200.0,5
Mitino O2 Residence,2021-02,18108750.0,4
Mitino O2 Residence,2021-03,8967000.0,4
Mitino O2 Residence,2021-04,9408000.0,5
Mitino O2 Residence,2021-05,9716600.0,5
Mitino O2 Residence,2021-06,14742142.857142856,7
Mitino O2 Residence,2021-07,12815000.0,6
Mitino O2 Residence,2021-08,11364500.0,2
Mitino O2 Residence,2021-09,17081500.0,2
Mitino O2 Residence,2021-10,7995333.333333333,3
Mitino O2 Residence,2021-11,10045000.0,5
Mitino O2 Residence,2021-12,10918571.42857143,7
Mitino O2 Residence,2022-01,7660000.0,3
Mitino O2 Residence,2022-02,12748000.0,5
Mitino O2 Residence,2022-03,17444428.57142857,7
Mitino O2 Residence,2022-04,6996666.666666667,3
Mitino O2 Residence,2022-05,6901000.0,5
Mitino O2 Residence,2022-06,13006142.857142856,7
Mitino O2 Residence,2022-07,18116666.666666668,6
Mitino O2 Residence,2022-08,10335500.0,4
Mitino O2 Residence,2022-09,9188500.0,2
Mitino O2 Residence,2022-10,13213000.0,2
Mitino O2 Residence,2022-11,21863400.0,5
Mitino O2 Residence,2022-12,8888200.0,5
Mitino O2 Residence,2023-01,15820000.0,1
Mitino O2 Residence,2023-02,18369285.714285713,7
Mitino O2 Residence,2023-03,11741333.333333334,3
Mitino O2 Residence,2023-04,6907000.0,4
Mitino O2 Residence,2023-05,15877000.0,7
Mitino O2 Residence,2023-06,8250000.0,4
Mitino O2 Residence,2023-07,14292833.333333334,6
Mitino O2 Residence,2023-08,9501750.0,4
Mitino O2 Residence,2023-09,14012125.0,8
Mitino O2 Residence,2023-10,9175800.0,5
Mitino O2 Residence,2023-11,15093333.333333334,6
Mitino O2 Residence,2023-12,12854800.0,5
Mitino O2 Residence,2024-01,10038500.0,2
Mitino O2 Residence,2024-02,15511636.363636363,11
Mitino O2 Residence,2024-03,21287000.0,7
Mitino O2 Residence,2024-04,25698000.0,3
Mitino O2 Residence,2024-05,14919333.333333334,3
Mitino O2 Residence,2024-06,27652600.0,5
Mitino O2 Residence,2024-07,12166250.0,4
Mitino O2 Residence,2024-08,12897500.0,10
Mitino O2 Residence,2024-09,15516666.666666666,3
Mitino O2 Residence,2024-10,21897000.0,9
Mitino O2 Residence,2024-11,8540833.333333334,6
Mitino O2 Residence,2024-12,20608400.0,5
Mitino O2 Residence,2025-01,14917000.0,2
Mitino O2 Residence,2025-02,17246200.0,5
Mitino O2 Residence,2025-03,10830500.0,6
Mitino O2 Residence,2025-04,9849500.0,6
Mitino O2 Residence,2025-05,16825777.777777776,9
Mitino O2 Residence,2025-06,18538875.0,8
Mitino O2 Residence,2025-07,17102125.0,8
Mitino O2 Residence,2025-08,19621250.0,8
Mitino O2 Residence,2025-09,8309000.0,2
Mitino O2 Residence,2025-10,17103000.0,5
Mitino O2 Residence,2025-11,10766000.0,6
Mitino O2 Residence,2025-12,28022000.0,5
Mitino O2 Residence,2026-01,16057400.0,5
Mitino O2 Residence,2026-02,8784666.666666666,3
Mitino O2 Residence,2026-03,13374875.0,8
Mitino O2 Residence,2026-04,15406166.666666666,6
Odintsovo-1 Residence,2021-01,12111166.666666666,6
Odintsovo-1 Residence,2021-02,15699777.777777778,9
Odintsovo-1 Residence,2021-03,13657416.666666666,12
Odintsovo-1 Residence,2021-04,12437400.0,10
Odintsovo-1 Residence,2021-05,9846833.333333334,6
Odintsovo-1 Residence,2021-06,12837250.0,4
Odintsovo-1 Residence,2021-07,14708333.333333334,12
Odintsovo-1 Residence,2021-08,15856750.0,4
Odintsovo-1 Residence,2021-09,16241800.0,5
Odintsovo-1 Residence,2021-10,18128125.0,8
Odintsovo-1 Residence,2021-11,12418666.666666666,6
Odintsovo-1 Residence,2021-12,24916000.0,5
Odintsovo-1 Residence,2022-01,13300400.0,10
Odintsovo-1 Residence,2022-02,15119250.0,4
Odintsovo-1 Residence,2022-03,13484875.0,8
Odintsovo-1 Residence,2022-04,8926363.636363637,11
Odintsovo-1 Residence,2022-05,14436600.0,10
Odintsovo-1 Residence,2022-06,12269500.0,6
Odintsovo-1 Residence,2022-07,12241454.545454545,11
Odintsovo-1 Residence,2022-08,13923071.42857143,14
